num	type	reportname	dbname	person	committee	bill
634	WRIGHT  AMENDMENT  REFORM  ACT	house	hr600p2	109	SENSENBRENNER	Committee on the Judiciary	H.R. 5830
635	BETTER  HEALTH  INFORMATION  SYSTEM  ACT  OF  2006	house	hr601p1	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 4157
636	HEALTH  INFORMATION  TECHNOLOGY  PROMOTION  ACT  OF  2006	house	hr601p2	109	THOMAS	Committee on Ways and Means	H.R. 4157
637	WAIVING  A  REQUIREMENT  OF  CLAUSE  6(A)  OF  RULE  XIII  WITH  RESPECT  TO  THE  SAME  DAY  CONSIDERATION  OF  CERTAIN  RESOLUTIONS  REPORTED  BY  THE  RULES  COMMITTEE	house	hr602	109	BISHOP of Utah	Committee on Rules	H. Res. 951
638	PROVIDING  FOR  CONSIDERATION  OF  H.R.  4157,  HEALTH  INFORMATION  TECHNOLOGY  PROMOTION  ACT  OF  2006	house	hr603	109	LINCOLN DIAZ-BALART	Committee on Rules	H. Res. 952
639	SAVING  AMERICA'S  RURAL  HOUSING  ACT  OF  2006	house	hr604	109	OXLEY	Committee on Financial Services	H.R. 5039
640	HOPE  VI  REAUTHORIZATION  ACT  OF  2006	house	hr605	109	OXLEY	Committee on Financial Services	H.R. 5347
641	WAIVING  A  REQUIREMENT  OF  CLAUSE  6(A)  OF  RULE  XIII  WITH  RESPECT  TO  THE  SAME  DAY  CONSIDERATION  OF  CERTAIN  RESOLUTIONS  REPORTED  BY  THE  RULES  COMMITTEE	house	hr606	109	HASTINGS of Washington	Committee on Rules	H. Res. 958
642	NATURAL  DISASTER  HOUSING  REFORM  ACT  OF  2006	house	hr607p1	109	OXLEY	Committee on Financial Services	H.R. 5393
643	BROWNFIELDS  REVITALIZATION  ACTIVITIES  AND  STATE  RESPONSE  PROGRAMS	house	hr608p1	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 5810
644	NATIONAL  LEVEE  SAFETY  PROGRAM  ACT  OF  2006	house	hr609	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 4650
645	LOS  ANGELES  TO  SAN  FERNANDO  VALLEY  METRO  RAIL  PROJECT	house	hr610	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 4653
646	ENERGY  RESEARCH,  DEVELOPMENT,  DEMONSTRATION,  AND  COMMERCIAL  APPLICATION  ACT  OF  2006	house	hr611	109	BOEHLERT	Committee on Science	H.R. 5656
647	TYLERSVILLE  FISH  HATCHERY  CONVEYANCE  ACT	house	hr612	109	POMBO	Committee on Resources	H.R. 4957
648	PROVIDING  FOR  CONSIDERATION  OF  H.R.  5970,  ESTATE  TAX  AND  EXTENSION  OF  TAX  RELIEF  ACT  OF  2006  AND  H.R.  4,  PENSION  PROTECTION  ACT  OF  2006	house	hr613	109	HASTINGS of Washington	Committee on Rules	H. Res. 966
649	COAST  GUARD  AUTHORIZATION  ACT  OF  2006	house	hr614	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 5681
650	PROHIBITION  ON  SHIPPING,  TRANSPORTING,  MOVING,  DELIVERING,  RECEIVING,  POSSESSING,  PURCHASING,  SELLING,  OR  DONATION  OF  HORSES  AND  OTHER  EQUINES  FOR  SLAUGHTER  FOR  HUMAN  CONSUMPTION	house	hr617p1	109	GOODLATTE	Committee on Agriculture	H.R. 503
651	TO  REVISE  THE  BOUNDARIES  OF  JOHN  H.  CHAFEE  COASTAL  BARRIER  RESOURCES  SYSTEM  JEKYLL  ISLAND  UNIT  GA-06P	house	hr618	109	POMBO	Committee on Resources	H.R. 138
652	ICE  AGE  FLOODS  NATIONAL  GEOLOGIC  ROUTE  DESIGNATION  ACT  OF  2006	house	hr619	109	POMBO	Committee on Resources	H.R. 383
653	REPLACEMENT  OF  COASTAL  BARRIER  RESOURCES  SYSTEM  MAP  RELATING  TO  GRAYTON  BEACH  UNIT  FL-95P  IN  WALTON  COUNTY,  FLORIDA	house	hr620	109	POMBO	Committee on Resources	H.R. 479
654	TO  PROVIDE  FOR  ACQUISITION  OF  SUBSURFACE  MINERAL  RIGHTS  TO  LAND  OWNED  BY  THE  PASCUA  YAQUI  TRIBE  AND  LAND  HELD  IN  TRUST  FOR  THE  TRIBE,  AND  FOR  OTHER  PURPOSES	house	hr621	109	POMBO	Committee on Resources	H.R. 631
655	MISSISSIPPI  RIVER  TRAIL  STUDY  ACT	house	hr622	109	POMBO	Committee on Resources	H.R. 1796
656	UTAH  RECREATIONAL  LAND  EXCHANGE  ACT  OF  2005	house	hr623	109	POMBO	Committee on Resources	H.R. 2069
657	COLORADO  NORTHERN  FRONT  RANGE  MOUNTAIN  BACKDROP  PROTECTION  STUDY  ACT	house	hr624	109	POMBO	Committee on Resources	H.R. 2110
658	CITY  OF  OXNARD  WATER  RECYCLING  AND  DESALINATION  ACT  OF  2006	house	hr625	109	POMBO	Committee on Resources	H.R. 2334
659	TRIBAL  DEVELOPMENT  CORPORATION  FEASIBILITY  STUDY  ACT  OF  2005	house	hr626	109	POMBO	Committee on Resources	H.R. 3350
660	PIEDRAS  BLANCAS  HISTORIC  LIGHT  STATION  OUTSTANDING  NATURAL  AREA  ACT  OF  2005	house	hr627	109	POMBO	Committee on Resources	H.R. 3534
661	TO  AUTHORIZE  THE  NATIONAL  PARK  SERVICE  TO  PAY  FOR  SERVICES  RENDERED  BY  SUBCONTRACTORS  UNDER  A  GENERAL  SERVICES  ADMINISTRATION  INDEFINITE  DELIVER/INDEFINITE  QUANTITY  CONTRACT  ISSUED  FOR  WORK  TO  BE  COMPLETED  AT  THE  GRAND  CANYON  NATIONAL  PARK	house	hr628	109	POMBO	Committee on Resources	H.R. 3961
662	SOUTHERN  NEVADA  READINESS  CENTER  ACT	house	hr629	109	POMBO	Committee on Resources	H.R. 4382
663	WATER  RESOURCES  RESEARCH  ACT  AMENDMENTS  OF  2006	house	hr630	109	POMBO	Committee on Resources	H.R. 4588
664	WRIGHT  BROTHERS-DUNBAR  NATIONAL  HISTORICAL  PARK  DESIGNATION  ACT	house	hr631	109	POMBO	Committee on Resources	H.R. 4612
665	LOWER  REPUBLICAN  RIVER  BASIN  STUDY  ACT	house	hr632	109	POMBO	Committee on Resources	H.R. 4750
666	PUEBLO  DE  SAN  ILDEFONSO  CLAIMS  SETTLEMENT  ACT  OF  2005	house	hr633	109	POMBO	Committee on Resources	S. 1773
667	DOUGLAS  COUNTY,  WASHINGTON,  PUD  CONVEYANCE  ACT	house	hr634	109	POMBO	Committee on Resources	H.R. 4789
668	LAS  CIENEGAS  ENHANCEMENT  ACT	house	hr635	109	POMBO	Committee on Resources	H.R. 5016
669	OREGON  WATER  RESOURCES  MANAGEMENT  ACT  OF  2006	house	hr636	109	POMBO	Committee on Resources	H.R. 5079
670	RIVER  RAISIN  NATIONAL  BATTLEFIELD  STUDY  ACT	house	hr637	109	POMBO	Committee on Resources	H.R. 5132
671	NATIONAL  FISH  HATCHERY  SYSTEM  VOLUNTEER  ACT  OF  2006	house	hr638	109	POMBO	Committee on Resources	H.R. 5381
672	NORTH  AMERICAN  WETLANDS  CONSERVATION  REAUTHORIZATION  ACT  OF  2006	house	hr639	109	POMBO	Committee on Resources	H.R. 5539
673	NPS  CONCESSIONS  REFORM  ACT  OF  2006	house	hr640	109	POMBO	Committee on Resources	H.R. 5802
674	NATIONAL  HISTORIC  PRESERVATION  ACT  AMENDMENTS  OF  2006	house	hr641	109	POMBO	Committee on Resources	H.R. 5861
675	PROVIDING  FOR  CONSIDERATION  OF  H.R.  503,  TO  AMEND  THE  HORSE  PROTECTION  ACT  TO  PROHIBIT  THE  SHIPPING,  TRANSPORTING,  MOVING,  DELIVERING,  RECEIVING,  POSSESSING,  PURCHASING,  SELLING,  OR  DONATION  OF  HORSES  AND  OTHER  EQUINES  TO  BE  SLAUGHTERED  FOR  HUMAN  CONSUMPTION,  AND  FOR  OTHER  PURPOSES	house	hr642	109	LINCOLN DIAZ-BALART of Florida	Committee on Rules	H. Res. 981
676	DEPARTMENT  OF  VETERANS  AFFAIRS  MEDICAL  FACILITY  AUTHORIZATION  ACT  OF  2006	house	hr643	109	BUYER	Committee on Veterans	H.R. 5815
677	WOOL  SUIT  FABRIC  LABELING  FAIRNESS  AND  INTERNATIONAL  STANDARDS  CONFORMING  ACT	house	hr644	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 4583
678	FHA  MULTIFAMILY  LOAN  LIMIT  ADJUSTMENT  ACT  OF  2006	house	hr645	109	OXLEY	Committee on Financial Services	H.R. 5503
679	PROVIDING  FOR  CONSIDERATION  OF  H.  RES.  994,  EXPRESSING  THE  SENSE  OF  THE  HOUSE  OF  REPRESENTATIVES  ON  THE  FIFTH  ANNIVERSARY  OF  THE  TERRORIST  ATTACKS  LAUNCHED  AGAINST  THE  UNITED  STATES  ON  SEPTEMBER  11,  2001	house	hr646	109	SESSIONS	Committee on Rules	H. Res 996
680	PROVIDING  FOR  CONSIDERATION  OF  H.R.  2965,  FEDERAL  PRISON  INDUSTRIES  COMPETITION  IN  CONTRACTING  ACT  OF  2006	house	hr647	109	GINGREY	Committee on Rules	H. Res. 997
681	FINANCIAL  NETTING  IMPROVEMENTS  ACT  OF  2006	house	hr648p1	109	OXLEY	Committee on Financial Services	H.R. 5585
682	NONADMITTED  AND  REINSURANCE  REFORM  ACT  OF  2006	house	hr649p1	109	OXLEY	Committee on Financial Services	H.R. 5637
683	RESTRICTING  INDIAN  GAMING  TO  HOMELANDS  OF  TRIBES  ACT  OF  2006	house	hr650	109	POMBO	Committee on Resources	H.R. 4893
684	VETERANS  IDENTITY  AND  CREDIT  SECURITY  ACT  OF  2006	house	hr651p1	109	BUYER	Committee on Veterans	H.R. 5835
685	TRUTH  IN  REGULATING  ACT  EXTENSION	house	hr652	109	TOM DAVIS of Virginia	Committee on Government Reform	H.R. 1167
686	PROVIDING  FOR  CONSIDERATION  OF  H.R.  6061,  SECURE  FENCE  ACT  OF  2006	house	hr653	109	SESSIONS	Committee on Rules	H. Res. 1002
687	PROVIDING  FOR  THE  ADOPTION  OF  H.  RES.  1000,  PROVIDING  FOR  EARMARKING  REFORM  IN  THE  HOUSE  OF  REPRESENTATIVES	house	hr654	109	DREIER	Committee on Rules	H. Res. 1003
688	PROVIDING  FOR  EARMARKING  REFORM  IN  THE  HOUSE  OF  REPRESENTATIVES	house	hr655	109	DREIER	Committee on Rules	H. Res. 1000
689	NONDISCRIMINATORY  TAXATION  OF  NATURAL  GAS  PIPELINE  PROPERTY	house	hr656	109	SENSENBRENNER	Committee on the Judiciary	H.R. 1369
690	VETERANS'  MEMORIALS,  BOY  SCOUTS,  PUBLIC  SEALS,  AND  OTHER  PUBLIC  EXPRESSIONS  OF  RELIGION  PROTECTION  ACT  OF  2006	house	hr657	109	SENSENBRENNER	Committee on the Judiciary	H.R. 2679
691	PRIVATE  PROPERTY  RIGHTS  IMPLEMENTATION  ACT  OF  2006	house	hr658	109	SENSENBRENNER	Committee on the Judiciary	H.R. 4772
692	TO  AUTHORIZE  TEMPORARY  EMERGENCY  EXTENSIONS  TO  CERTAIN  EXEMPTIONS  TO  THE  REQUIREMENTS  WITH  RESPECT  TO  POLYCHLORINATED  BIPHENYLS  UNDER  THE  TOXIC  SUBSTANCES  CONTROL  ACT	house	hr659	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 5863
693	REGULATION  IN  PLAIN  LANGUAGE  ACT  OF  2006	house	hr660	109	TOM DAVIS of Virginia	Committee on Government Reform	H.R. 4809
694	INDIAN  HEALTH  CARE  IMPROVEMENT  ACT  AMENDMENTS  OF  2006	house	hr661p1	109	POMBO	Committee on Resources	h.r. 5312
695	PUBLIC  TRANSPORTATION  SECURITY  ASSISTANCE  ACT  OF  2006	house	hr662	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 5808
696	TO  ENACT  CERTAIN  LAWS  RELATING  TO  PUBLIC  CONTRACTS  AS  TITLE  41,  UNITED  STATES  CODE,  `PUBLIC  CONTRACTS'	house	hr663	109	SENSENBRENNER	Committee on the Judiciary	H.R. 5414
697	AMENDING  TITLE  10,  UNITED  STATES  CODE,  TO  AUTHORIZE  TRIAL  BY  MILITARY  COMMISSION  FOR  VIOLATIONS  OF  THE  LAW  OF  WAR,  AND  FOR  OTHER  PURPOSES	house	hr664p1	109	HUNTER	Committee on Armed Services	H.R. 6054
698	MILITARY  COMMISSIONS  ACT  OF  2006	house	hr664p2	109	SENSENBRENNER	Committee on the Judiciary	H.R. 6054
699	CORAL  REEF  CONSERVATION  LEGACY  ACT  OF  2006	house	hr665	109	POMBO	Committee on Resources	H.R. 5622
700	FEDERAL  ELECTION  INTEGRITY  ACT  OF  2006	house	hr666	109	EHLERS	Committee on House Administration	H.R. 4844
701	MARPOL  ANNEX  VI  IMPLEMENTATION  ACT  OF  2006	house	hr667	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 5811
702	PIC  AND  POPS  CONVENTIONS  AND  THE  LRTAP  POPS  PROTOCOL  IMPLEMENTATION  ACT	house	hr668	109	GOODLATTE	Committee on Agriculture	H.R. 3849
703	RAILROAD  RETIREMENT  DISABILITY  EARNINGS  ACT	house	hr669	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 5483
704	PROVIDING  FOR  CONSIDERATION  OF  H.R.  4844,  FEDERAL  ELECTION  INTEGRITY  ACT  OF  2006	house	hr670	109	CAPITO	Committee on Rules	H. Res. 1015
705	PROVIDING  FOR  CONSIDERATION  OF  H.R.  4830,  BORDER  TUNNEL  PREVENTION  ACT  OF  2006;  FOR  CONSIDERATION  OF  H.R.  6094,  COMMUNITY  PROTECTION  ACT  OF  2006;  AND  FOR  CONSIDERATION  OF  H.R.  6095,  IMMIGRATION  LAW  ENFORCEMENT  ACT  OF  2006	house	hr671	109	GINGREY	Committee on Rules	H. Res. 1018
706	BUREAU  OF  ALCOHOL,  TOBACCO,  FIREARMS,  AND  EXPLOSIVES  (BATFE)  MODERNIZATION  AND  REFORM  ACT  OF  2006	house	hr672	109	SENSENBRENNER	Committee on the Judiciary	H.R. 5092
707	PILOT  PROGRAMS  FOR  PATENT  JUDGES	house	hr673	109	SENSENBRENNER	Committee on the Judiciary	H.R. 5418
708	WAIVING  POINTS  OF  ORDER  AGAINST  THE  CONFERENCE  REPORT  TO  ACCOMPANY  H.R.  5631,  DEPARTMENT  OF  DEFENSE  APPROPRIATIONS  ACT,  2007	house	hr677	109	COLE of Oklahoma	Committee on Rules	H. Res. 1037
709	PROVIDING  FOR  CONSIDERATION  OF  H.R.  2679,  VETERANS'  MEMORIALS,  BOY  SCOUTS,  PUBLIC  SEALS,  AND  OTHER  PUBLIC  EXPRESSIONS  OF  RELIGION  PROTECTION  ACT  OF  2006	house	hr678	109	GINGREY	Committee on Rules	H. Res. 1038
710	PROVIDING  FOR  CONSIDERATION  OF  S.  403,  CHILD  CUSTODY  PROTECTION  ACT	house	hr679	109	GINGREY	Committee on Rules	H. Res. 1039
711	PROVIDING  FOR  CONSIDERATION  OF  H.R.  6166,  MILITARY  COMMISSIONS  ACT  OF  2006	house	hr688	109	COLE of Oklahoma	Committee on Rules	H. Res. 1042
1	NORTHERN  RIO  GRANDE  NATIONAL  HERITAGE  AREA  ACT	senate	sr001	109	DOMENICI	Committee on Energy and Natural Resources	S. 63
2	MORMON  PIONEER  NATIONAL  HERITAGE  AREA  ACT	senate	sr002	109	DOMENICI	Committee on Energy and Natural Resources	S. 163
3	ARABIA  MOUNTAIN  NATIONAL  HERITAGE  AREA  ACT	senate	sr003	109	DOMENICI	Committee on Energy and Natural Resources	S. 200
4	SODA  ASH  ROYALTY  REDUCTION  ACT  OF  2005	senate	sr004	109	DOMENICI	Committee on Energy and Natural Resources	S. 203
5	ATCHAFALAYA  NATIONAL  HERITAGE  AREA  ACT	senate	sr005	109	DOMENICI	Committee on Energy and Natural Resources	S. 204
6	GREAT  BASIN  NATIONAL  HERITAGE  ROUTE  ACT	senate	sr006	109	DOMENICI	Committee on Energy and Natural Resources	S. 249
7	PECOS  NATIONAL  HISTORIC  PARK  LAND  EXCHANGE  ACT  OF  2005  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  FEBRUARY  17,  2005	senate	sr007	109	DOMENICI	Committee on Energy and Natural Resources	S. 47
8	UPPER  WHITE  SALMON  WILD  AND  SCENIC  RIVERS  ACT  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  FEBRUARY  17,  2005	senate	sr008	109	DOMENICI	Committee on Energy and Natural Resources	S. 74
9	RIM  OF  THE  VALLEY  CORRIDOR  STUDY  ACT  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  FEBRUARY  17,  2005	senate	sr009	109	DOMENICI	Committee on Energy and Natural Resources	S. 153
10	VALLES  CALDERA  PRESERVATION  ACT  OF  2005  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  FEBRUARY  17,  2005	senate	sr010	109	DOMENICI	Committee on Energy and Natural Resources	S. 212
11	FEDERAL  LAND  RECREATIONAL  VISITOR  PROTECTION  ACT  OF  2005  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  FEBRUARY  17,  2005	senate	sr011	109	DOMENICI	Committee on Energy and Natural Resources	S. 225
12	CENTRAL  NEVADA  RURAL  CEMETERIES  ACT  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  FEBRUARY  17,  2005	senate	sr012	109	DOMENICI	Committee on Energy and Natural Resources	S. 254
13	OJITO  WILDERNESS  ACT	senate	sr013	109	DOMENICI	Committee on Energy and Natural Resources	S. 156
14	THE  CLASS  ACTION  FAIRNESS  ACT  OF  2005	senate	sr014	109	SPECTER	Committee on the Judiciary	S. 5
15	SALT  CEDAR  AND  RUSSIAN  OLIVE  CONTROL  DEMONSTRATION  ACT	senate	sr015	109	DOMENICI	Committee on Energy and Natural Resources	S. 177
16	NEW  MEXICO  WATER  PLANNING  ASSISTANCE  ACT	senate	sr016	109	DOMENICI	Committee on Energy and Natural Resources	S. 178
17	UNITED  STATES-MEXICO  TRANSBOUNDARY  AQUIFER  ASSESSMENT  ACT	senate	sr017	109	DOMENICI	Committee on Energy and Natural Resources	S. 214
18	ALBUQUERQUE  BIOLOGICAL  PARK  TITLE  CLARIFICATION  ACT	senate	sr018	109	DOMENICI	Committee on Energy and Natural Resources	S. 229
19	ROCKY  MOUNTAIN  NATIONAL  PARK  BOUNDARY  ADJUSTMENT  ACT  OF  2005	senate	sr019	109	DOMENICI	Committee on Energy and Natural Resources	S. 55
20	SAND  CREEK  MASSACRE  NATIONAL  HISTORIC  SITE  TRUST  ACT  OF  2005	senate	sr020	109	DOMENICI	Committee on Energy and Natural Resources	S. 57
21	WIND  CAVE  NATIONAL  PARK  BOUNDARY  REVISION  ACT  OF  2005	senate	sr021	109	DOMENICI	Committee on Energy and Natural Resources	S. 276
22	UPPER  CONNECTICUT  RIVER  PARTNERSHIP  ACT	senate	sr022	109	DOMENICI	Committee on Energy and Natural Resources	S. 301
23	REDWOOD  NATIONAL  PARK  BOUNDARY  ADJUSTMENT  ACT  OF  2005	senate	sr023	109	DOMENICI	Committee on Energy and Natural Resources	S. 134
24	BUFFALO  SOLDIERS  COMMEMORATION  ACT  OF  2005	senate	sr024	109	DOMENICI	Committee on Energy and Natural Resources	S. 205
25	JEAN  LAFITTE  NATIONAL  HISTORICAL  PARK  AND  PRESERVE  BOUNDARY  ADJUSTMENT  ACT  OF  2005	senate	sr025	109	DOMENICI	Committee on Energy and Natural Resources	S. 207
26	NATIONAL  HERITAGE  PARTNERSHIP  ACT	senate	sr026	109	DOMENICI	Committee on Energy and Natural Resources	S. 243
27	KENDRICK  PROJECT,  WYOMING	senate	sr027	109	DOMENICI	Committee on Energy and Natural Resources	S. 99
28	WILD  SKY  WILDERNESS  ACT  OF  2005	senate	sr028	109	DOMENICI	Committee on Energy and Natural Resources	S. 152
29	EXTENSION  OF  TIME  FOR  FEDERAL  ENERGY  REGULATORY  COMMISSION  PROJECT	senate	sr029	109	DOMENICI	Committee on Energy and Natural Resources	S. 176
30	WALLOWA  LAKE  DAM  REHABILITION  AND  WATER  MANAGEMENT  ACT  OF  2005	senate	sr030	109	DOMENICI	Committee on Energy and Natural Resources	S. 231
31	FISH  PASSAGE  AND  SCREENING  FACILITIES  AT  NON-FEDERAL  WATER  PROJECTS	senate	sr031	109	DOMENICI	Committee on Energy and Natural Resources	S. 232
32	EXTENSION  OF  TIME  FOR  THE  FEDERAL  ENERGY  REGULATORY  COMMISSION  HYDROELECTRIC  PROJECT	senate	sr032	109	DOMENICI	Committee on Energy and Natural Resources	S. 244
33	HAWAII  WATER  RESOURCES  ACT  OF  2005	senate	sr033	109	DOMENICI	Committee on Energy and Natural Resources	S. 264
34	CARIBBEAN  NATIONAL  FOREST  ACT  OF  2005	senate	sr034	109	DOMENICI	Committee on Energy and Natural Resources	S. 272
35	FOREIGN  AFFAIRS  AUTHORIZATION  ACT,FISCAL  YEARS  2006  AND  2007	senate	sr035	109	LUGAR	Committee on Foreign Relations	S. 600
36	PALEONTOLOGICAL  RESOURCES  PRESERVATION  ACT	senate	sr036	109	DOMENICI	Committee on Energy and Natural Resources	S. 263
37	BIG  HORN  BENTONITE  ACT	senate	sr037	109	DOMENICI	Committee on Energy and Natural Resources	S. 97
38	DANDINI  RESEARCH  PARK  CONVEYANCE  ACT	senate	sr038	109	DOMENICI	Committee on Energy and Natural Resources	S. 252
39	EDWARD  H.  MCDANIEL  AMERICAN  LEGION  POST  NO.  22  LAND  CONVEYANCE  ACT	senate	sr039	109	DOMENICI	Committee on Energy and Natural Resources	S. 253
40	NORTHERN  ARIZONA  LAND  EXCHANGE  AND  VERDE  RIVER  BASIN  PARTNERSHIP  ACT  OF  2005	senate	sr040	109	DOMENICI	Committee on Energy and Natural Resources	S. 161
41	NEW  JERSEY  COASTAL  HERITAGE  TRAIL  ROUTE  APPROPRIATIONS  ACT	senate	sr041	109	DOMENICI	Committee on Energy and Natural Resources	S. 48
42	UINTAH  RESEARCH  AND  CURATORIAL  CENTER  ACT	senate	sr042	109	DOMENICI	Committee on Energy and Natural Resources	S. 182
43	BEAVER  COUNTY,  UTAH  LAND  CONVEYANCE  ACT  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  MARCH  17,  2005	senate	sr043	109	DOMENICI	Committee on Energy and Natural Resources	S. 52
44	NATIONAL  TRAILS  SYSTEM  ACT  AMENDMENT  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  MARCH  17,  2005	senate	sr044	109	DOMENICI	Committee on Energy and Natural Resources	S. 54
45	RIO  GRANDE  NATURAL  AREA  ACT  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  MARCH  17,  2005	senate	sr045	109	DOMENICI	Committee on Energy and Natural Resources	S. 56
46	LAND  IN  FRANNIE,  WYOMING  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  MARCH  17,  2005	senate	sr046	109	DOMENICI	Committee on Energy and Natural Resources	S. 101
47	NORTHERN  CALIFORNIA  COASTAL  WILD  HERITAGE  WILDERNESS  ACT  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  MARCH  17,  2005	senate	sr047	109	DOMENICI	Committee on Energy and Natural Resources	S. 128
48	R  E  P  O  R  T  ON  THE  ACTIVITIES  OF  THE  COMMITTEE  ON  FINANCE  OF  THE  UNITED  STATES  SENATE  DURING  THE  108TH  CONGRESS  PURSUANT  TO	senate	sr048	109	GRASSLEY	Committee on Finance	
49	SUMMARY  OF  LEGISLATIVE  AND  OVERSIGHT  ACTIVITIES  DURING  THE  108TH  CONGRESS	senate	sr049	109	SNOWE	Committee on Small Business and Entrepreneurship	
50	LEGISLATIVE  ACTIVITIES  REPORT  OF  THE  COMMITTEE  ON  FOREIGN  RELATIONS  UNITED  STATES  SENATE  ONE  HUNDRED  EIGHTH  CONGRESS	senate	sr050	109	LUGAR	Committee on Foreign Relations	
51	PERSONAL  RESPONSIBILITY  AND  INDIVIDUAL  DEVELOPMENT  FOR  EVERYONE  ACT  (PRIDE)	senate	sr051	109	GRASSLEY	Committee on Finance	S. 667
52	EMERGENCY  SUPPLEMENTAL  APPROPRIATIONS  ACT  FOR  DEFENSE,  THE  GLOBAL  WAR  ON  TERROR,  AND  TSUNAMI  RELIEF,  2005	senate	sr052	109	COCHRAN	Committee on Appropriations	H.R. 1268
53	SAFE,  ACCOUNTABLE,  FLEXIBLE,  AND  EFFICIENT  TRANSPORTATION  EQUITY  ACT  OF  2005	senate	sr053	109	INHOFE	Committee on Environment and Public Works	S. 732
54	THE  ROLE  OF  PROFESSIONAL  FIRMS  IN  THE  U.S.  TAX  SHELTER  INDUSTRY	senate	sr054	109			
55	PROFITEERING  IN  A  NON-PROFIT  INDUSTRY:  ABUSIVE  PRACTICES  IN  CREDIT  COUNSELING	senate	sr055	109			
56	MARINE  DEBRIS  RESEARCH  PREVENTION  AND  REDUCTION  PROGRAM  ACT	senate	sr056	109	STEVENS	Committee on Commerce	S. 362
57	NATIONAL  OCEAN  EXPLORATION  PROGRAM  ACT	senate	sr057	109	STEVENS	Committee on Commerce	S. 39
58	THE  PROFESSIONAL  BOXING  AMENDMENTS  ACT  OF  2005	senate	sr058	109	STEVENS	Committee on Commerce	S. 148
59	TSUNAMI  PREPAREDNESS  ACT	senate	sr059	109	STEVENS	Committee on Commerce	S. 50
60	THE  OCEAN  AND  COASTAL  OBSERVATION  SYSTEM  ACT  OF  2005	senate	sr060	109	STEVENS	Committee on Commerce	S. 361
61	WATER  RESOURCES  DEVELOPMENT  ACT  OF  2005	senate	sr061	109	INHOFE	Committee on Environment and Public Works	S. 728
62	AMENDING  CHAPTER  53  OF  TITLE  49,  UNITED  STATES  CODE,  TO  IMPROVE  THE  NATION'S  PUBLIC  TRANSPORTATION  AND  FOR  OTHER  PURPOSES	senate	sr062	109	SHELBY	Committee on Banking	S. 907
63	YOSEMITE  NATIONAL  PARK  SCHOOLS	senate	sr063	109	DOMENICI	Committee on Energy and Natural Resources	S. 136
64	UNITED  STATES  TAX  COURT  MODERNIZATION  ACT	senate	sr064	109	GRASSLEY	Committee on Finance	S. 661
65	CARL  D.  PERKINS  CAREER  AND  TECHNICAL  EDUCATION  IMPROVEMENT  ACT  OF  2005	senate	sr065	109	ENZI	Committee on Health, Education, Labor, and Pensions	S. 250
66	CHILDREN'S  HOSPITALS  EDUCATIONAL  EQUITY  AND  RESEARCH  ACT	senate	sr066	109	ENZI	Committee on Health	S. 285
67	MAKING  TECHNICAL  CORRECTIONS  TO  LAWS  RELATING  TO  NATIVE  AMERICANS,  AND  FOR  OTHER  PURPOSES	senate	sr067	109	MCCAIN	Committee on Indian Affairs	S. 536
68	EXPRESSING  THE  POLICY  OF  THE  UNITED  STATES  REGARDING  THE  UNITED  STATES  RELATIONSHIP  WITH  NATIVE  HAWAIIANS  AND  TO  PROVIDE  A  PROCESS  FOR  THE  RECOGNITION  BY  THE  UNITED  STATES  OF  THE  NATIVE  HAWAIIAN  GOVERNING  ENTITY	senate	sr068	109	MCCAIN	Committee on Indian Affairs	S. 147
69	NATIONAL  DEFENSE  AUTHORIZATION  ACT  FOR  FISCAL  YEAR  2006	senate	sr069	109	WARNER	Committee on Armed Services	S. 1042
70	AUTHORIZING  EXPENDITURES  BY  COMMITTEES  OF  THE  SENATE	senate	sr070	109	LOTT	Committee on Rules and Administration	S. Res. 50
